employee_id,performance_rating,compliance_status,bonus_percentage
EMP_03741,4,Compliant,0.0
EMP_03742,3,Compliant,24.3
EMP_03743,2,Compliant,1.46
EMP_03744,1,Compliant,3.72
EMP_03745,2,Compliant,8.27
EMP_03746,5,Non-Compliant,8.23
EMP_03747,4,Compliant,11.21
EMP_03748,2,Compliant,12.5
EMP_03749,5,Non-Compliant,11.06
EMP_03750,3,Compliant,6.95
EMP_03751,5,Compliant,13.01
EMP_03752,2,Compliant,6.7
EMP_03753,3,Compliant,16.44
EMP_03754,4,Compliant,15.19
EMP_03755,3,Compliant,11.78
EMP_03756,3,Compliant,23.78
EMP_03757,3,Compliant,9.81
EMP_03758,2,Compliant,9.14
EMP_03759,4,Compliant,18.09
EMP_03760,2,Compliant,6.12
EMP_03761,3,Compliant,1.38
EMP_03762,3,Compliant,14.07
EMP_03763,5,Non-Compliant,6.47
EMP_03764,1,Non-Compliant,9.57
EMP_03765,1,Non-Compliant,5.22
EMP_03766,4,Compliant,3.98
EMP_03767,3,Compliant,14.84
EMP_03768,2,Compliant,17.53
EMP_03769,4,Compliant,10.42
EMP_03770,3,Compliant,11.43
EMP_03771,1,Compliant,10.39
EMP_03772,2,Compliant,0.0
EMP_03773,4,Compliant,10.95
EMP_03774,5,Compliant,7.89
EMP_03775,3,Compliant,12.01
EMP_03776,2,Compliant,6.14
EMP_03777,4,Compliant,8.85
EMP_03778,1,Compliant,3.88
EMP_03779,5,Non-Compliant,8.97
EMP_03780,1,Compliant,3.64
EMP_03781,5,Non-Compliant,9.08
EMP_03782,3,Compliant,6.37
EMP_03783,3,Compliant,15.49
EMP_03784,5,Compliant,6.72
EMP_03785,2,Non-Compliant,1.24
EMP_03786,2,Compliant,5.97
EMP_03787,3,Compliant,7.45
EMP_03788,1,Compliant,3.03
EMP_03789,4,Compliant,14.27
EMP_03790,5,Compliant,7.03
EMP_03791,1,Compliant,7.07
EMP_03792,4,Compliant,8.41
EMP_03793,1,Compliant,17.33
EMP_03794,4,Compliant,1.45
EMP_03795,5,Compliant,3.29
EMP_03796,2,Non-Compliant,17.09
EMP_03797,3,Compliant,12.23
EMP_03798,4,Compliant,14.09
EMP_03799,2,Compliant,7.16
EMP_03800,5,Compliant,8.85
EMP_03801,2,Compliant,7.46
EMP_03802,5,Compliant,10.78
EMP_03803,1,Compliant,4.47
EMP_03804,5,Compliant,13.85
EMP_03805,1,Compliant,2.59
EMP_03806,3,Compliant,3.16
EMP_03807,1,Compliant,18.31
EMP_03808,2,Compliant,3.03
EMP_03809,2,Compliant,8.45
EMP_03810,4,Compliant,14.77
EMP_03811,5,Compliant,8.1
EMP_03812,1,Compliant,5.01
EMP_03813,3,Compliant,9.12
EMP_03814,5,Compliant,9.76
EMP_03815,5,Compliant,15.11
EMP_03816,5,Compliant,18.79
EMP_03817,2,Compliant,11.16
EMP_03818,3,Compliant,17.52
EMP_03819,5,Compliant,8.81
EMP_03820,2,Compliant,10.65
EMP_03821,1,Compliant,5.99
EMP_03822,3,Compliant,10.55
EMP_03823,1,Compliant,5.34
EMP_03824,2,Compliant,9.76
EMP_03825,2,Compliant,10.81
EMP_03826,3,Compliant,14.33
EMP_03827,3,Compliant,12.67
EMP_03828,1,Compliant,18.97
EMP_03829,2,Compliant,12.95
EMP_03830,5,Compliant,13.43
EMP_03831,2,Compliant,16.58
EMP_03832,1,Compliant,10.12
EMP_03833,5,Compliant,8.1
EMP_03834,5,Compliant,12.59
EMP_03835,2,Compliant,8.26
EMP_03836,3,Compliant,16.64
EMP_03837,3,Compliant,9.3
EMP_03838,1,Non-Compliant,0.0
EMP_03839,5,Compliant,13.68
EMP_03840,4,Compliant,9.12
EMP_03841,3,Compliant,7.3
EMP_03842,2,Compliant,10.06
EMP_03843,4,Compliant,6.34
EMP_03844,5,Compliant,5.79
EMP_03845,2,Compliant,8.77
EMP_03846,1,Compliant,16.06
EMP_03847,5,Compliant,9.93
EMP_03848,2,Compliant,11.77
EMP_03849,2,Non-Compliant,10.09
EMP_03850,3,Compliant,4.78
EMP_03851,3,Compliant,5.8
EMP_03852,1,Compliant,3.02
EMP_03853,3,Compliant,10.55
EMP_03854,4,Compliant,8.48
EMP_03855,2,Compliant,14.39
EMP_03856,2,Compliant,9.0
EMP_03857,3,Compliant,5.78
EMP_03858,2,Compliant,15.88
EMP_03859,4,Compliant,9.67
EMP_03860,4,Compliant,9.82
EMP_03861,2,Compliant,12.03
EMP_03862,4,Compliant,5.74
EMP_03863,2,Compliant,9.94
EMP_03864,2,Compliant,9.11
EMP_03865,3,Compliant,11.38
EMP_03866,3,Compliant,8.36
EMP_03867,1,Compliant,14.65
EMP_03868,2,Compliant,8.23
EMP_03869,5,Compliant,2.41
EMP_03870,2,Compliant,2.53
EMP_03871,2,Compliant,7.57
EMP_03872,1,Non-Compliant,5.41
EMP_03873,1,Compliant,2.71
EMP_03874,4,Compliant,15.82
EMP_03875,1,Compliant,4.69
EMP_03876,1,Compliant,4.19
EMP_03877,4,Compliant,5.34
EMP_03878,2,Compliant,13.04
EMP_03879,3,Compliant,5.61
EMP_03880,3,Compliant,11.03
EMP_03881,2,Non-Compliant,8.37
EMP_03882,2,Compliant,15.3
EMP_03883,2,Compliant,15.37
EMP_03884,4,Compliant,9.66
EMP_03885,2,Compliant,11.7
EMP_03886,5,Compliant,15.92
EMP_03887,5,Compliant,16.51
EMP_03888,1,Compliant,8.0
EMP_03889,2,Compliant,5.58
EMP_03890,2,Compliant,10.78
EMP_03891,2,Compliant,2.61
EMP_03892,2,Compliant,18.21
EMP_03893,1,Non-Compliant,11.21
EMP_03894,3,Compliant,1.11
EMP_03895,3,Non-Compliant,6.86
EMP_03896,2,Compliant,8.12
EMP_03897,4,Compliant,11.38
EMP_03898,4,Compliant,10.73
EMP_03899,3,Compliant,16.74
EMP_03900,2,Compliant,5.2
EMP_03901,3,Compliant,8.07
EMP_03902,5,Compliant,9.6
EMP_03903,2,Compliant,16.02
EMP_03904,3,Non-Compliant,6.36
EMP_03905,2,Compliant,3.92
EMP_03906,1,Compliant,11.39
EMP_03907,4,Compliant,22.38
EMP_03908,2,Compliant,11.3
EMP_03909,3,Compliant,8.6
EMP_03910,5,Compliant,3.7
EMP_03911,5,Compliant,11.28
EMP_03912,2,Non-Compliant,11.06
EMP_03913,5,Compliant,2.91
EMP_03914,2,Compliant,8.73
EMP_03915,4,Compliant,13.71
EMP_03916,1,Compliant,2.59
EMP_03917,1,Compliant,12.98
EMP_03918,1,Compliant,4.41
EMP_03919,5,Compliant,12.59
EMP_03920,3,Compliant,16.88
EMP_03921,4,Compliant,14.29
EMP_03922,5,Compliant,6.12
EMP_03923,5,Compliant,18.38
EMP_03924,1,Compliant,12.41
EMP_03925,4,Compliant,7.98
EMP_03926,4,Compliant,20.57
EMP_03927,2,Compliant,8.1
EMP_03928,1,Compliant,18.6
EMP_03929,2,Compliant,9.85
EMP_03930,5,Compliant,3.63
EMP_03931,2,Compliant,9.85
EMP_03932,4,Compliant,9.64
EMP_03933,2,Compliant,1.41
EMP_03934,4,Compliant,19.55
EMP_03935,5,Compliant,10.56
EMP_03936,3,Compliant,3.9
EMP_03937,2,Compliant,13.36
EMP_03938,1,Compliant,8.9
EMP_03939,4,Compliant,9.55
EMP_03940,1,Compliant,9.04
EMP_03941,4,Compliant,16.13
EMP_03942,1,Compliant,15.6
EMP_03943,1,Compliant,9.03
EMP_03944,4,Compliant,6.96
EMP_03945,1,Compliant,8.32
EMP_03946,3,Compliant,5.56
EMP_03947,1,Compliant,9.86
EMP_03948,3,Compliant,3.98
EMP_03949,2,Compliant,4.92
EMP_03950,2,Compliant,5.94
EMP_03951,4,Compliant,10.97
EMP_03952,4,Compliant,15.43
EMP_03953,1,Compliant,8.37
EMP_03954,2,Compliant,4.28
EMP_03955,5,Compliant,6.43
EMP_03956,2,Compliant,3.95
EMP_03957,2,Compliant,23.27
EMP_03958,2,Compliant,9.75
EMP_03959,5,Compliant,4.63
EMP_03960,4,Compliant,5.73
EMP_03961,5,Compliant,8.58
EMP_03962,5,Compliant,0.44
EMP_03963,5,Compliant,17.78
EMP_03964,2,Non-Compliant,15.52
EMP_03965,5,Compliant,5.88
EMP_03966,5,Compliant,9.76
EMP_03967,5,Compliant,15.21
EMP_03968,1,Compliant,4.65
EMP_03969,5,Compliant,11.3
EMP_03970,3,Non-Compliant,7.79
EMP_03971,1,Compliant,15.42
EMP_03972,1,Non-Compliant,7.57
EMP_03973,3,Compliant,15.64
EMP_03974,3,Compliant,2.11
EMP_03975,3,Compliant,10.25
EMP_03976,5,Compliant,14.91
EMP_03977,3,Compliant,1.09
EMP_03978,3,Compliant,1.87
EMP_03979,3,Compliant,0.0
EMP_03980,5,Compliant,15.78
EMP_03981,2,Compliant,5.89
EMP_03982,4,Compliant,9.03
EMP_03983,5,Compliant,1.99
EMP_03984,1,Compliant,6.72
EMP_03985,4,Compliant,5.32
EMP_03986,2,Compliant,8.82
EMP_03987,5,Compliant,5.14
EMP_03988,5,Compliant,13.13
EMP_03989,5,Compliant,17.01
EMP_03990,4,Compliant,15.8
EMP_03991,4,Compliant,6.76
EMP_03992,2,Compliant,8.37
EMP_03993,5,Compliant,7.4
EMP_03994,4,Compliant,5.81
EMP_03995,3,Compliant,6.61
EMP_03996,4,Compliant,17.44
EMP_03997,4,Compliant,11.86
EMP_03998,2,Compliant,10.52
EMP_03999,3,Compliant,21.19
EMP_04000,3,Compliant,13.42
EMP_04001,4,Compliant,5.11
EMP_04002,1,Compliant,9.42
EMP_04003,3,Compliant,2.1
EMP_04004,1,Compliant,11.12
EMP_04005,4,Compliant,13.21
EMP_04006,5,Compliant,13.65
EMP_04007,4,Compliant,11.08
EMP_04008,4,Compliant,15.22
EMP_04009,5,Compliant,6.31
EMP_04010,2,Compliant,9.59
EMP_04011,4,Compliant,10.63
EMP_04012,2,Compliant,9.77
EMP_04013,5,Compliant,4.85
EMP_04014,1,Compliant,5.8
EMP_04015,5,Compliant,11.7
EMP_04016,1,Compliant,13.59
EMP_04017,1,Compliant,3.93
EMP_04018,4,Compliant,5.2
EMP_04019,4,Compliant,19.09
EMP_04020,5,Compliant,7.87
EMP_04021,5,Compliant,11.68
EMP_04022,2,Compliant,10.74
EMP_04023,2,Compliant,10.68
EMP_04024,4,Compliant,16.59
EMP_04025,1,Compliant,10.42
EMP_04026,2,Compliant,2.88
EMP_04027,4,Compliant,7.18
EMP_04028,4,Compliant,8.98
EMP_04029,5,Compliant,16.38
EMP_04030,3,Compliant,11.96
EMP_04031,3,Compliant,17.46
EMP_04032,4,Compliant,5.03
EMP_04033,2,Compliant,15.6
EMP_04034,4,Compliant,11.32
EMP_04035,3,Compliant,9.65
EMP_04036,2,Compliant,9.26
EMP_04037,4,Compliant,9.12
EMP_04038,2,Compliant,13.0
EMP_04039,1,Compliant,8.67
EMP_04040,4,Compliant,6.82
EMP_04041,1,Compliant,0.0
EMP_04042,2,Compliant,9.84
EMP_04043,3,Compliant,10.17
EMP_04044,5,Compliant,13.98
EMP_04045,2,Compliant,6.52
EMP_04046,4,Compliant,12.1
EMP_04047,3,Compliant,17.75
EMP_04048,1,Compliant,7.16
EMP_04049,3,Compliant,6.33
EMP_04050,3,Compliant,19.86
EMP_04051,1,Compliant,7.25
EMP_04052,4,Non-Compliant,9.84
EMP_04053,2,Compliant,7.38
EMP_04054,1,Non-Compliant,5.84
EMP_04055,3,Compliant,7.69
EMP_04056,4,Compliant,1.66
EMP_04057,3,Compliant,9.55
EMP_04058,5,Compliant,10.12
EMP_04059,3,Compliant,11.59
EMP_04060,3,Compliant,7.43
EMP_04061,1,Compliant,11.72
EMP_04062,4,Compliant,0.37
EMP_04063,3,Compliant,15.68
EMP_04064,2,Compliant,0.19
EMP_04065,4,Compliant,8.54
EMP_04066,5,Compliant,11.56
EMP_04067,4,Compliant,15.86
EMP_04068,4,Compliant,11.5
EMP_04069,1,Compliant,6.48
EMP_04070,2,Compliant,15.33
EMP_04071,2,Non-Compliant,0.0
EMP_04072,2,Compliant,11.61
EMP_04073,3,Compliant,8.13
EMP_04074,1,Compliant,24.85
EMP_04075,5,Compliant,6.84
EMP_04076,3,Compliant,2.22
EMP_04077,1,Compliant,7.65
EMP_04078,1,Compliant,13.4
EMP_04079,1,Compliant,9.46
EMP_04080,1,Compliant,25.02
EMP_04081,1,Compliant,13.41
EMP_04082,1,Compliant,12.68
EMP_04083,2,Compliant,12.86
EMP_04084,2,Non-Compliant,5.98
EMP_04085,3,Compliant,8.16
EMP_04086,1,Compliant,8.09
EMP_04087,5,Compliant,10.26
EMP_04088,2,Compliant,3.76
EMP_04089,4,Compliant,20.3
EMP_04090,2,Compliant,3.84
EMP_04091,1,Compliant,4.03
EMP_04092,3,Non-Compliant,20.82
EMP_04093,4,Compliant,13.01
EMP_04094,4,Compliant,8.07
EMP_04095,4,Compliant,4.73
EMP_04096,2,Compliant,14.9
EMP_04097,4,Compliant,4.92
EMP_04098,4,Compliant,11.65
EMP_04099,5,Compliant,5.49
EMP_04100,5,Compliant,7.56
EMP_04101,4,Compliant,5.29
EMP_04102,3,Compliant,6.2
EMP_04103,3,Compliant,0.0
EMP_04104,3,Compliant,17.36
EMP_04105,5,Compliant,12.27
EMP_04106,4,Compliant,6.36
EMP_04107,3,Compliant,8.66
EMP_04108,4,Compliant,13.07
EMP_04109,2,Compliant,14.03
EMP_04110,4,Compliant,10.1
EMP_04111,3,Non-Compliant,2.54
EMP_04112,3,Compliant,2.35
EMP_04113,2,Compliant,16.31
EMP_04114,1,Compliant,15.29
EMP_04115,2,Compliant,18.15
EMP_04116,2,Compliant,17.61
EMP_04117,4,Compliant,6.63
EMP_04118,3,Compliant,9.06
EMP_04119,3,Compliant,13.14
EMP_04120,4,Compliant,13.04
EMP_04121,5,Non-Compliant,11.86
EMP_04122,5,Non-Compliant,10.79
EMP_04123,2,Compliant,11.35
EMP_04124,5,Compliant,15.46
EMP_04125,5,Compliant,13.72
EMP_04126,2,Compliant,6.49
EMP_04127,2,Compliant,8.65
EMP_04128,5,Compliant,13.15
EMP_04129,3,Compliant,10.6
EMP_04130,3,Compliant,12.82
EMP_04131,3,Compliant,16.68
EMP_04132,1,Compliant,7.3
EMP_04133,4,Compliant,9.92
EMP_04134,5,Compliant,3.6
EMP_04135,4,Compliant,5.57
EMP_04136,4,Compliant,16.59
EMP_04137,1,Compliant,9.43
EMP_04138,5,Compliant,18.58
EMP_04139,3,Compliant,21.73
EMP_04140,4,Compliant,4.82
EMP_04141,4,Non-Compliant,7.12
EMP_04142,4,Compliant,7.02
EMP_04143,1,Compliant,12.84
EMP_04144,3,Compliant,0.0
EMP_04145,3,Compliant,12.05
EMP_04146,2,Compliant,11.56
EMP_04147,4,Non-Compliant,8.55
EMP_04148,2,Compliant,9.5
EMP_04149,3,Compliant,12.52
EMP_04150,5,Compliant,6.74
EMP_04151,3,Compliant,9.97
EMP_04152,1,Compliant,12.18
EMP_04153,5,Compliant,11.64
EMP_04154,2,Non-Compliant,7.85
EMP_04155,1,Compliant,9.9
EMP_04156,1,Compliant,10.03
EMP_04157,2,Compliant,11.47
EMP_04158,5,Compliant,0.58
EMP_04159,5,Compliant,16.12
EMP_04160,2,Compliant,6.82
EMP_04161,1,Compliant,16.39
EMP_04162,5,Compliant,11.43
EMP_04163,3,Non-Compliant,3.4
EMP_04164,2,Compliant,16.46
EMP_04165,4,Compliant,13.05
EMP_04166,3,Compliant,5.72
EMP_04167,5,Compliant,12.49
EMP_04168,3,Compliant,7.21
EMP_04169,3,Compliant,14.2
EMP_04170,3,Compliant,22.06
EMP_04171,1,Compliant,9.78
EMP_04172,2,Compliant,15.64
EMP_04173,2,Compliant,10.98
EMP_04174,1,Compliant,11.85
EMP_04175,5,Compliant,6.71
EMP_04176,3,Compliant,11.88
EMP_04177,4,Compliant,22.43
EMP_04178,4,Compliant,2.57
EMP_04179,3,Compliant,16.62
EMP_04180,3,Compliant,4.93
EMP_04181,2,Compliant,7.54
EMP_04182,1,Compliant,7.87
EMP_04183,2,Compliant,17.91
EMP_04184,1,Compliant,18.09
EMP_04185,4,Compliant,3.91
EMP_04186,4,Compliant,3.02
EMP_04187,2,Compliant,14.69
EMP_04188,2,Compliant,10.7
EMP_04189,4,Compliant,14.02
EMP_04190,5,Compliant,6.23
EMP_04191,4,Compliant,14.36
EMP_04192,4,Compliant,10.52
EMP_04193,5,Compliant,10.67
EMP_04194,3,Compliant,13.79
EMP_04195,4,Compliant,9.09
EMP_04196,4,Compliant,6.43
EMP_04197,2,Compliant,11.84
EMP_04198,1,Compliant,13.86
EMP_04199,4,Compliant,11.22
EMP_04200,1,Compliant,6.83
EMP_04201,2,Compliant,18.79
EMP_04202,5,Compliant,0.42
EMP_04203,4,Compliant,7.98
EMP_04204,3,Compliant,20.79
EMP_04205,1,Compliant,1.66
EMP_04206,1,Non-Compliant,10.28
EMP_04207,5,Compliant,1.39
EMP_04208,5,Compliant,4.76
EMP_04209,2,Compliant,14.28
EMP_04210,1,Compliant,3.06
EMP_04211,2,Compliant,14.64
EMP_04212,3,Compliant,12.84
EMP_04213,2,Compliant,13.62
EMP_04214,5,Compliant,16.95
EMP_04215,3,Compliant,13.36
EMP_04216,3,Compliant,16.15
EMP_04217,5,Compliant,11.37
EMP_04218,4,Compliant,11.95
EMP_04219,3,Compliant,15.66
EMP_04220,4,Compliant,12.89
EMP_04221,1,Compliant,11.86
EMP_04222,3,Compliant,11.31
EMP_04223,2,Compliant,14.01
EMP_04224,3,Compliant,12.98
EMP_04225,2,Compliant,8.36
EMP_04226,2,Compliant,1.66
EMP_04227,4,Non-Compliant,15.79
EMP_04228,5,Compliant,13.59
EMP_04229,1,Compliant,13.02
EMP_04230,3,Compliant,15.28
EMP_04231,5,Compliant,7.03
EMP_04232,3,Compliant,4.46
EMP_04233,5,Compliant,3.81
EMP_04234,3,Compliant,4.77
EMP_04235,5,Non-Compliant,14.33
EMP_04236,1,Compliant,17.11
EMP_04237,4,Compliant,12.56
EMP_04238,4,Non-Compliant,15.54
EMP_04239,1,Compliant,11.89
EMP_04240,3,Non-Compliant,12.44
EMP_04241,4,Non-Compliant,15.24
EMP_04242,1,Compliant,3.46
EMP_04243,5,Non-Compliant,14.15
EMP_04244,2,Compliant,12.75
EMP_04245,5,Compliant,5.18
EMP_04246,4,Compliant,6.19
EMP_04247,1,Compliant,19.49
EMP_04248,1,Non-Compliant,9.35
EMP_04249,4,Compliant,2.73
EMP_04250,2,Compliant,0.0
EMP_04251,3,Compliant,10.77
EMP_04252,5,Compliant,7.44
EMP_04253,1,Compliant,10.66
EMP_04254,1,Compliant,9.88
EMP_04255,2,Compliant,9.87
EMP_04256,4,Compliant,7.12
EMP_04257,5,Compliant,12.19
EMP_04258,1,Compliant,12.91
EMP_04259,2,Compliant,1.25
EMP_04260,1,Compliant,1.63
EMP_04261,3,Compliant,1.52
EMP_04262,4,Compliant,0.0
EMP_04263,5,Compliant,14.6
EMP_04264,3,Compliant,10.07
EMP_04265,1,Compliant,13.46
EMP_04266,5,Compliant,14.38
EMP_04267,4,Compliant,14.52
EMP_04268,3,Compliant,9.9
EMP_04269,5,Compliant,24.05
EMP_04270,5,Compliant,13.4
EMP_04271,5,Compliant,12.37
EMP_04272,2,Non-Compliant,8.22
EMP_04273,1,Compliant,1.93
EMP_04274,2,Compliant,14.28
EMP_04275,2,Compliant,10.09
EMP_04276,2,Compliant,11.54
EMP_04277,4,Compliant,2.5
EMP_04278,4,Compliant,3.81
EMP_04279,5,Compliant,2.88
EMP_04280,2,Compliant,10.14
EMP_04281,5,Compliant,8.96
EMP_04282,2,Compliant,11.42
EMP_04283,3,Compliant,12.79
EMP_04284,3,Compliant,6.27
EMP_04285,2,Compliant,4.7
EMP_04286,2,Compliant,11.84
EMP_04287,2,Non-Compliant,11.95
EMP_04288,1,Compliant,10.08
EMP_04289,3,Compliant,10.53
EMP_04290,3,Compliant,10.55
EMP_04291,2,Compliant,14.25
EMP_04292,4,Compliant,11.19
EMP_04293,2,Compliant,15.03
EMP_04294,3,Compliant,13.83
EMP_04295,5,Compliant,16.75
EMP_04296,3,Compliant,9.78
EMP_04297,4,Compliant,4.8
EMP_04298,5,Compliant,6.26
EMP_04299,5,Compliant,9.54
EMP_04300,1,Compliant,7.79
EMP_04301,2,Compliant,11.94
EMP_04302,2,Non-Compliant,8.31
EMP_04303,2,Non-Compliant,19.59
EMP_04304,1,Compliant,4.22
EMP_04305,3,Compliant,11.95
EMP_04306,5,Compliant,12.49
EMP_04307,5,Compliant,0.0
EMP_04308,1,Compliant,5.42
EMP_04309,5,Compliant,16.85
EMP_04310,1,Compliant,9.38
EMP_04311,2,Compliant,6.13
EMP_04312,3,Compliant,7.51
EMP_04313,4,Compliant,17.2
EMP_04314,3,Non-Compliant,11.57
EMP_04315,2,Compliant,8.08
EMP_04316,2,Compliant,6.33
EMP_04317,1,Compliant,7.56
EMP_04318,5,Compliant,13.76
EMP_04319,1,Compliant,9.46
EMP_04320,4,Compliant,8.62
EMP_04321,2,Compliant,19.5
EMP_04322,1,Compliant,18.4
EMP_04323,2,Compliant,15.01
EMP_04324,1,Compliant,17.31
EMP_04325,4,Compliant,4.08
EMP_04326,4,Compliant,4.52
EMP_04327,5,Non-Compliant,12.26
EMP_04328,4,Compliant,7.49
EMP_04329,5,Compliant,9.13
EMP_04330,2,Compliant,3.79
EMP_04331,5,Compliant,4.65
EMP_04332,4,Non-Compliant,11.01
EMP_04333,5,Compliant,14.08
EMP_04334,4,Compliant,17.41
EMP_04335,5,Compliant,5.7
EMP_04336,3,Compliant,7.02
EMP_04337,3,Compliant,1.22
EMP_04338,3,Compliant,4.71
EMP_04339,5,Compliant,5.32
EMP_04340,4,Compliant,6.86
EMP_04341,2,Non-Compliant,12.74
EMP_04342,4,Compliant,9.45
EMP_04343,4,Non-Compliant,9.6
EMP_04344,1,Compliant,17.26
EMP_04345,1,Compliant,6.94
EMP_04346,4,Compliant,12.68
EMP_04347,1,Compliant,2.57
EMP_04348,1,Compliant,15.3
EMP_04349,2,Compliant,9.66
EMP_04350,2,Compliant,8.36
EMP_04351,2,Compliant,10.11
EMP_04352,1,Compliant,11.24
EMP_04353,4,Compliant,12.58
EMP_04354,5,Compliant,14.66
EMP_04355,1,Non-Compliant,5.27
EMP_04356,3,Non-Compliant,8.86
EMP_04357,5,Compliant,16.19
EMP_04358,2,Compliant,19.67
EMP_04359,4,Compliant,0.58
EMP_04360,2,Compliant,10.18
EMP_04361,2,Compliant,9.8
EMP_04362,5,Compliant,11.53
EMP_04363,2,Compliant,18.28
EMP_04364,2,Compliant,11.34
EMP_04365,3,Non-Compliant,2.53
EMP_04366,5,Compliant,5.61
EMP_04367,1,Non-Compliant,16.61
EMP_04368,2,Compliant,6.37
EMP_04369,5,Compliant,4.64
EMP_04370,5,Compliant,5.86
EMP_04371,4,Compliant,11.0
EMP_04372,2,Compliant,17.54
EMP_04373,1,Compliant,14.67
EMP_04374,5,Compliant,3.08
EMP_04375,5,Compliant,17.79
EMP_04376,4,Compliant,7.62
EMP_04377,1,Compliant,4.95
EMP_04378,1,Compliant,13.72
EMP_04379,1,Compliant,14.73
EMP_04380,1,Compliant,21.91
EMP_04381,4,Compliant,8.23
EMP_04382,4,Compliant,9.79
EMP_04383,5,Non-Compliant,11.56
EMP_04384,1,Non-Compliant,5.0
EMP_04385,4,Compliant,9.72
EMP_04386,5,Compliant,9.18
EMP_04387,1,Compliant,15.14
EMP_04388,3,Compliant,3.34
EMP_04389,3,Compliant,3.1
EMP_04390,4,Non-Compliant,12.85
EMP_04391,4,Compliant,16.31
EMP_04392,2,Compliant,19.18
EMP_04393,1,Compliant,15.93
EMP_04394,2,Compliant,9.67
EMP_04395,5,Compliant,14.21
EMP_04396,2,Compliant,0.0
EMP_04397,4,Non-Compliant,6.95
EMP_04398,4,Non-Compliant,4.22
EMP_04399,3,Compliant,21.12
EMP_04400,5,Compliant,16.19
EMP_04401,4,Compliant,7.36
EMP_04402,4,Compliant,15.46
EMP_04403,1,Compliant,5.92
EMP_04404,2,Compliant,10.12
EMP_04405,5,Compliant,9.02
EMP_04406,1,Compliant,13.69
EMP_04407,3,Non-Compliant,10.26
EMP_04408,1,Compliant,0.1
EMP_04409,3,Compliant,0.0
EMP_04410,5,Compliant,12.77
EMP_04411,4,Compliant,9.52
EMP_04412,3,Non-Compliant,12.37
EMP_04413,3,Compliant,3.67
EMP_04414,4,Compliant,13.23
EMP_04415,4,Compliant,13.01
EMP_04416,3,Compliant,5.93
EMP_04417,3,Compliant,1.51
EMP_04418,3,Compliant,14.66
EMP_04419,1,Compliant,4.7
EMP_04420,4,Compliant,5.88
EMP_04421,4,Compliant,10.86
EMP_04422,3,Compliant,8.91
EMP_04423,5,Compliant,9.61
EMP_04424,4,Compliant,6.65
EMP_04425,3,Compliant,18.04
EMP_04426,1,Compliant,6.2
EMP_04427,1,Compliant,21.57
EMP_04428,5,Compliant,11.69
EMP_04429,3,Compliant,4.96
EMP_04430,4,Compliant,13.21
EMP_04431,2,Compliant,15.43
EMP_04432,5,Compliant,5.27
EMP_04433,1,Compliant,1.93
EMP_04434,1,Compliant,3.56
EMP_04435,3,Compliant,12.44
EMP_04436,2,Compliant,8.06
EMP_04437,3,Compliant,0.0
EMP_04438,5,Compliant,15.06
EMP_04439,1,Compliant,6.03
EMP_04440,1,Compliant,11.32
EMP_04441,2,Compliant,10.13
EMP_04442,5,Compliant,9.57
EMP_04443,3,Compliant,10.76
EMP_04444,5,Compliant,8.25
EMP_04445,1,Compliant,7.62
EMP_04446,3,Compliant,10.59
EMP_04447,3,Compliant,13.36
EMP_04448,5,Non-Compliant,0.0
EMP_04449,1,Compliant,9.93
EMP_04450,2,Compliant,8.11
EMP_04451,4,Compliant,2.54
EMP_04452,3,Compliant,13.19
EMP_04453,3,Compliant,14.25
EMP_04454,4,Compliant,0.0
EMP_04455,5,Compliant,7.92
EMP_04456,5,Compliant,11.66
EMP_04457,1,Compliant,19.25
EMP_04458,1,Compliant,7.23
EMP_04459,1,Compliant,12.4
EMP_04460,5,Compliant,8.44
EMP_04461,1,Compliant,12.3
EMP_04462,4,Compliant,12.76
EMP_04463,3,Compliant,15.94
EMP_04464,5,Compliant,7.12
EMP_04465,4,Compliant,5.42
EMP_04466,1,Compliant,12.16
EMP_04467,1,Compliant,3.01
EMP_04468,5,Compliant,5.21
EMP_04469,5,Non-Compliant,1.22
EMP_04470,3,Compliant,5.33
EMP_04471,3,Compliant,9.72
EMP_04472,2,Compliant,5.77
EMP_04473,2,Compliant,10.77
EMP_04474,5,Compliant,3.61
EMP_04475,4,Compliant,6.26
EMP_04476,5,Compliant,14.26
EMP_04477,1,Compliant,2.63
EMP_04478,3,Compliant,14.1
EMP_04479,4,Compliant,15.24
EMP_04480,4,Compliant,3.32
EMP_04481,5,Compliant,10.88
EMP_04482,5,Compliant,12.52
EMP_04483,5,Non-Compliant,0.0
EMP_04484,3,Compliant,9.72
EMP_04485,3,Non-Compliant,7.6
EMP_04486,2,Compliant,9.59
EMP_04487,3,Compliant,0.0
EMP_04488,1,Compliant,7.17
EMP_04489,2,Compliant,11.75
EMP_04490,3,Compliant,12.38
EMP_04491,3,Compliant,9.28
EMP_04492,5,Compliant,6.02
EMP_04493,5,Compliant,4.61
EMP_04494,4,Compliant,21.97
EMP_04495,2,Compliant,8.52
EMP_04496,3,Compliant,5.42
EMP_04497,1,Compliant,3.55
EMP_04498,1,Compliant,8.32
EMP_04499,1,Non-Compliant,5.18
EMP_04500,1,Compliant,11.45
EMP_04501,2,Compliant,11.33
EMP_04502,2,Compliant,3.26
EMP_04503,4,Compliant,0.61
EMP_04504,5,Compliant,10.64
EMP_04505,1,Compliant,13.75
