employee_id,salary,bonus_percentage
EMP_07493,4794.75,10.96
EMP_07494,6003.57,13.67
EMP_07495,3881.58,12.36
EMP_07496,4999.48,12.53
EMP_07497,4967.77,14.77
EMP_07498,10249.11,9.41
EMP_07499,1500.0,7.22
EMP_07500,5640.76,5.58
EMP_07501,9451.39,6.62
EMP_07502,6243.69,17.4
EMP_07503,7506.83,5.47
EMP_07504,6199.65,14.62
EMP_07505,4665.33,7.08
EMP_07506,1516.17,8.09
EMP_07507,6410.91,8.29
EMP_07508,4448.79,1.74
EMP_07509,4399.33,8.88
EMP_07510,5002.03,12.08
EMP_07511,9489.72,12.04
EMP_07512,10809.68,18.13
EMP_07513,6434.42,16.04
EMP_07514,5070.47,8.59
EMP_07515,3645.55,9.2
EMP_07516,6937.08,0.08
EMP_07517,9565.81,11.59
EMP_07518,5505.32,18.04
EMP_07519,1500.0,12.55
EMP_07520,7340.1,8.76
EMP_07521,7970.8,4.36
EMP_07522,2828.31,14.57
EMP_07523,6352.97,5.33
EMP_07524,6902.45,15.29
EMP_07525,5853.79,8.53
EMP_07526,4418.46,13.38
EMP_07527,8031.87,2.64
EMP_07528,5193.24,13.76
EMP_07529,3029.63,9.64
EMP_07530,1901.05,6.77
EMP_07531,8521.7,11.25
EMP_07532,7233.33,5.77
EMP_07533,6175.95,2.34
EMP_07534,5119.45,0.0
EMP_07535,4942.0,18.27
EMP_07536,3848.53,11.95
EMP_07537,5137.09,9.48
EMP_07538,1759.83,3.78
EMP_07539,4527.87,2.14
EMP_07540,5378.12,13.86
EMP_07541,7219.76,14.67
EMP_07542,5920.15,9.58
EMP_07543,7589.85,10.08
EMP_07544,8698.27,4.58
EMP_07545,8116.34,15.14
EMP_07546,6941.02,5.51
EMP_07547,6023.73,12.5
EMP_07548,4038.42,13.87
EMP_07549,7479.89,10.94
EMP_07550,9359.49,6.53
EMP_07551,6684.21,11.32
EMP_07552,9834.52,6.16
EMP_07553,2948.86,4.59
EMP_07554,3691.67,17.26
EMP_07555,7710.4,6.38
EMP_07556,6528.58,17.36
EMP_07557,8627.56,10.77
EMP_07558,5969.06,17.86
EMP_07559,4264.05,2.75
EMP_07560,5572.81,13.14
EMP_07561,2934.63,17.06
EMP_07562,3742.82,3.54
EMP_07563,7944.89,5.01
EMP_07564,7745.57,7.77
EMP_07565,6726.01,15.72
EMP_07566,2557.84,5.46
EMP_07567,5283.19,16.96
EMP_07568,3550.0,0.29
EMP_07569,8353.07,8.33
EMP_07570,4832.56,14.52
EMP_07571,3828.5,8.3
EMP_07572,6059.59,8.26
EMP_07573,4719.69,15.06
EMP_07574,8967.49,16.36
EMP_07575,4530.38,9.78
EMP_07576,3201.54,17.92
EMP_07577,1694.17,12.35
EMP_07578,5938.43,11.4
EMP_07579,4876.14,5.53
EMP_07580,3142.19,9.63
EMP_07581,8378.45,7.21
EMP_07582,7334.49,13.11
EMP_07583,5943.56,6.84
EMP_07584,8728.65,6.93
EMP_07585,7325.07,10.0
EMP_07586,4354.29,7.96
EMP_07587,3921.56,14.4
EMP_07588,7635.96,12.77
EMP_07589,6792.73,13.28
EMP_07590,6339.5,10.6
EMP_07591,4307.0,6.12
EMP_07592,7215.9,9.65
EMP_07593,4489.0,6.74
EMP_07594,5796.03,3.46
EMP_07595,8893.89,12.37
EMP_07596,4678.33,18.49
EMP_07597,2854.02,13.16
EMP_07598,3894.91,13.0
EMP_07599,7988.6,10.31
EMP_07600,6509.46,5.93
EMP_07601,5742.25,5.91
EMP_07602,4981.81,22.9
EMP_07603,6970.72,4.15
EMP_07604,4301.79,18.07
EMP_07605,6611.33,9.37
EMP_07606,4537.49,5.8
EMP_07607,4204.68,12.17
EMP_07608,4725.03,6.52
EMP_07609,5249.19,10.29
EMP_07610,5902.34,17.39
EMP_07611,6470.91,15.18
EMP_07612,1500.0,6.11
EMP_07613,4384.7,14.31
EMP_07614,5216.86,7.31
EMP_07615,9010.12,16.56
EMP_07616,3839.99,21.21
EMP_07617,6325.59,9.68
EMP_07618,8990.06,13.59
EMP_07619,3374.06,10.64
EMP_07620,6787.95,12.88
EMP_07621,4395.46,6.39
EMP_07622,4990.73,5.73
EMP_07623,4393.78,7.95
EMP_07624,4536.29,17.51
EMP_07625,11443.82,6.57
EMP_07626,7688.91,9.57
EMP_07627,8203.48,0.0
EMP_07628,6983.99,9.06
EMP_07629,2787.49,5.15
EMP_07630,6789.92,5.05
EMP_07631,8145.86,16.8
EMP_07632,4293.2,8.56
EMP_07633,7930.65,10.65
EMP_07634,7408.67,9.8
EMP_07635,9704.08,10.43
EMP_07636,5164.43,11.73
EMP_07637,3804.78,0.0
EMP_07638,5276.74,0.42
EMP_07639,8871.14,12.73
EMP_07640,2343.19,6.57
EMP_07641,1863.25,3.54
EMP_07642,6178.79,1.3
EMP_07643,5114.82,19.93
EMP_07644,6015.46,0.0
EMP_07645,7890.62,2.49
EMP_07646,4894.86,14.99
EMP_07647,2253.99,18.46
EMP_07648,10088.96,10.85
EMP_07649,4005.54,9.75
EMP_07650,3881.93,3.02
EMP_07651,8207.44,2.24
EMP_07652,5231.02,10.92
EMP_07653,5873.22,9.71
EMP_07654,6965.58,13.13
EMP_07655,8167.17,20.94
EMP_07656,5333.08,11.83
EMP_07657,9039.9,7.39
EMP_07658,1728.4,13.66
EMP_07659,7519.57,13.56
EMP_07660,4320.94,9.65
EMP_07661,8744.54,15.11
EMP_07662,6284.09,4.19
EMP_07663,4654.19,8.23
EMP_07664,7325.68,8.19
EMP_07665,7786.38,22.59
EMP_07666,7283.79,12.89
EMP_07667,3940.61,7.03
EMP_07668,5031.97,8.54
EMP_07669,5991.85,5.31
EMP_07670,5917.48,10.12
EMP_07671,7499.49,23.21
EMP_07672,1970.2,13.07
EMP_07673,6668.65,6.7
EMP_07674,5420.04,9.87
EMP_07675,4323.0,9.84
EMP_07676,4515.03,4.64
EMP_07677,5570.92,9.47
EMP_07678,1500.0,17.38
EMP_07679,4597.42,2.34
EMP_07680,4248.37,11.17
EMP_07681,7065.57,5.44
EMP_07682,4388.95,12.62
EMP_07683,5569.77,4.07
EMP_07684,9084.55,14.42
EMP_07685,7988.7,12.02
EMP_07686,7804.54,14.35
EMP_07687,5000.26,9.0
EMP_07688,7086.06,0.0
EMP_07689,5532.2,9.77
EMP_07690,5607.81,14.84
EMP_07691,6819.37,3.9
EMP_07692,4806.01,0.0
EMP_07693,8986.01,11.96
EMP_07694,5679.74,9.93
EMP_07695,7236.72,14.29
EMP_07696,8911.2,16.4
EMP_07697,8063.31,15.89
EMP_07698,3182.16,11.21
EMP_07699,6889.79,3.83
EMP_07700,7701.44,3.03
EMP_07701,7783.73,8.25
EMP_07702,3773.41,12.32
EMP_07703,4685.93,3.06
EMP_07704,7989.12,15.0
EMP_07705,4476.48,12.95
EMP_07706,5400.61,15.15
EMP_07707,9151.75,9.04
EMP_07708,5904.4,12.44
EMP_07709,4546.45,20.32
EMP_07710,4244.77,9.74
EMP_07711,6665.44,8.07
EMP_07712,3333.7,11.72
EMP_07713,5505.33,5.25
EMP_07714,6666.46,5.24
EMP_07715,8598.3,12.65
EMP_07716,7335.1,8.69
EMP_07717,4571.87,7.3
EMP_07718,8356.84,10.26
EMP_07719,5400.97,7.11
EMP_07720,3528.59,8.46
EMP_07721,5655.92,13.95
EMP_07722,8876.34,13.65
EMP_07723,6330.48,13.83
EMP_07724,6025.04,2.24
EMP_07725,9274.42,10.5
EMP_07726,3137.29,5.32
EMP_07727,3428.8,3.55
EMP_07728,2768.31,6.18
EMP_07729,6745.3,8.07
EMP_07730,6332.99,15.62
EMP_07731,9085.47,5.55
EMP_07732,6486.95,7.24
EMP_07733,5191.69,13.35
EMP_07734,6003.59,0.0
EMP_07735,6235.41,8.91
EMP_07736,2656.48,7.25
EMP_07737,11420.66,5.85
EMP_07738,7039.74,17.02
EMP_07739,6420.02,6.98
EMP_07740,7230.33,10.14
EMP_07741,7418.82,15.56
EMP_07742,5718.89,8.46
EMP_07743,4737.52,7.7
EMP_07744,7198.9,7.27
EMP_07745,6771.42,8.15
EMP_07746,4380.22,7.23
EMP_07747,8838.07,11.51
EMP_07748,6586.7,5.88
EMP_07749,7459.64,2.94
EMP_07750,8783.84,16.41
EMP_07751,6043.78,20.68
EMP_07752,6633.9,6.73
EMP_07753,7620.05,11.75
EMP_07754,4550.28,0.0
EMP_07755,6108.1,9.3
EMP_07756,6251.1,10.15
EMP_07757,4087.88,13.66
EMP_07758,10635.27,4.54
EMP_07759,3185.41,17.77
EMP_07760,3403.79,0.0
EMP_07761,8628.45,2.66
EMP_07762,7426.53,0.0
EMP_07763,3948.07,19.57
EMP_07764,7214.58,17.42
EMP_07765,8935.7,17.22
EMP_07766,5939.47,12.63
EMP_07767,11197.65,9.73
EMP_07768,2551.88,5.56
EMP_07769,7387.65,9.57
EMP_07770,8333.06,15.17
EMP_07771,7782.69,16.16
EMP_07772,5591.29,14.8
EMP_07773,5419.12,2.62
EMP_07774,6888.29,7.42
EMP_07775,7631.51,9.02
EMP_07776,7204.95,7.25
EMP_07777,8080.12,17.69
EMP_07778,3962.26,11.12
EMP_07779,5544.46,4.42
EMP_07780,4119.97,3.85
EMP_07781,5227.77,12.03
EMP_07782,8030.44,4.16
EMP_07783,6215.97,7.55
EMP_07784,11213.72,3.64
EMP_07785,6386.81,12.34
EMP_07786,6119.38,9.95
EMP_07787,6212.37,2.28
EMP_07788,4724.38,8.31
EMP_07789,5884.33,8.84
EMP_07790,8255.58,12.17
EMP_07791,6227.94,7.08
EMP_07792,4413.08,11.97
EMP_07793,4149.83,12.82
EMP_07794,5099.6,0.0
EMP_07795,6147.73,4.87
EMP_07796,8387.17,6.84
EMP_07797,3319.02,7.88
EMP_07798,5360.35,12.77
EMP_07799,6288.62,13.9
EMP_07800,2332.59,15.84
EMP_07801,4332.8,10.01
EMP_07802,4640.22,6.09
EMP_07803,4408.06,14.56
EMP_07804,6383.78,6.33
EMP_07805,5678.88,13.69
EMP_07806,4889.43,13.47
EMP_07807,6855.93,10.09
EMP_07808,9446.15,11.67
EMP_07809,9278.51,3.33
EMP_07810,2154.46,13.49
EMP_07811,7154.14,11.41
EMP_07812,5643.95,9.61
EMP_07813,6310.31,9.2
EMP_07814,5203.43,12.65
EMP_07815,6235.18,6.27
EMP_07816,6302.81,18.79
EMP_07817,4842.1,9.26
EMP_07818,4207.26,7.1
EMP_07819,5102.61,5.23
EMP_07820,6468.52,11.54
EMP_07821,7197.99,5.54
EMP_07822,7706.7,12.36
EMP_07823,5011.62,2.9
EMP_07824,6567.69,7.39
EMP_07825,7925.01,8.87
EMP_07826,8331.19,9.79
EMP_07827,5882.33,3.58
EMP_07828,5558.14,7.27
EMP_07829,6382.25,5.21
EMP_07830,3700.59,10.71
EMP_07831,5612.78,8.72
EMP_07832,7489.17,3.53
EMP_07833,7283.89,12.51
EMP_07834,5459.46,12.24
EMP_07835,6435.44,10.41
EMP_07836,4350.7,3.59
EMP_07837,7406.98,3.01
EMP_07838,5844.36,3.45
EMP_07839,5448.1,18.9
EMP_07840,5276.55,17.4
EMP_07841,5874.21,9.89
EMP_07842,5104.24,6.74
EMP_07843,7316.29,20.9
EMP_07844,5209.43,14.05
EMP_07845,9185.93,7.87
EMP_07846,8930.42,16.92
EMP_07847,4216.91,3.68
EMP_07848,6139.41,7.66
EMP_07849,4698.69,14.41
EMP_07850,5346.7,10.0
EMP_07851,10004.85,7.15
EMP_07852,5384.86,3.74
EMP_07853,6720.45,7.47
EMP_07854,7082.64,9.37
EMP_07855,3998.74,8.2
EMP_07856,4289.81,16.86
EMP_07857,3587.96,18.73
EMP_07858,4228.06,18.51
EMP_07859,1500.0,10.62
EMP_07860,7089.16,14.23
EMP_07861,10108.39,11.57
EMP_07862,6295.64,4.49
EMP_07863,3167.46,10.59
EMP_07864,4714.45,11.21
EMP_07865,5082.25,13.88
EMP_07866,3964.83,18.94
EMP_07867,7720.37,17.79
EMP_07868,7620.52,23.37
EMP_07869,3689.1,8.6
EMP_07870,7450.16,5.82
EMP_07871,9053.63,2.68
EMP_07872,9805.12,12.58
EMP_07873,11730.42,15.9
EMP_07874,4196.01,8.71
EMP_07875,11648.44,13.06
EMP_07876,5291.59,13.4
EMP_07877,4815.07,5.83
EMP_07878,6654.14,3.31
EMP_07879,4835.88,17.23
EMP_07880,6798.09,11.32
EMP_07881,3359.85,5.31
EMP_07882,5522.49,18.08
EMP_07883,8571.16,4.09
EMP_07884,5885.88,11.73
EMP_07885,6283.19,10.01
EMP_07886,6950.52,11.75
EMP_07887,8341.32,1.57
EMP_07888,2689.55,6.18
EMP_07889,7169.05,6.72
EMP_07890,5463.72,14.3
EMP_07891,6333.28,9.1
EMP_07892,8119.9,2.54
EMP_07893,3611.63,10.67
EMP_07894,3974.71,12.78
EMP_07895,2129.14,12.79
EMP_07896,4901.68,14.17
EMP_07897,8660.86,10.03
EMP_07898,5758.83,9.57
EMP_07899,3319.75,14.96
EMP_07900,5028.64,7.72
EMP_07901,3024.28,16.22
EMP_07902,3749.63,15.19
EMP_07903,6777.64,3.83
EMP_07904,3652.25,15.48
EMP_07905,8225.27,13.62
EMP_07906,5857.76,6.56
EMP_07907,6171.19,7.69
EMP_07908,5443.25,11.18
EMP_07909,7545.7,4.92
EMP_07910,7566.32,11.59
EMP_07911,6670.11,15.81
EMP_07912,7129.58,10.23
EMP_07913,5575.82,4.58
EMP_07914,7084.41,4.16
EMP_07915,5324.24,16.64
EMP_07916,6004.46,18.43
EMP_07917,5450.71,11.57
EMP_07918,5085.56,12.48
EMP_07919,4621.78,12.69
EMP_07920,6935.38,5.55
EMP_07921,8621.21,18.65
EMP_07922,8342.2,14.31
EMP_07923,3486.87,8.5
EMP_07924,8578.41,10.76
EMP_07925,5363.68,8.29
EMP_07926,7201.47,8.78
EMP_07927,4187.57,5.82
EMP_07928,6283.96,5.69
EMP_07929,6627.45,4.59
EMP_07930,3030.79,9.77
EMP_07931,7216.53,14.88
EMP_07932,8691.87,6.14
EMP_07933,5650.7,14.53
EMP_07934,8720.34,12.34
EMP_07935,5620.61,16.17
EMP_07936,7699.17,6.35
EMP_07937,1562.86,16.46
EMP_07938,10837.56,13.92
EMP_07939,8990.92,11.65
EMP_07940,5430.75,2.32
EMP_07941,2055.82,9.14
EMP_07942,6576.06,1.63
EMP_07943,3112.15,5.8
EMP_07944,6889.71,7.46
EMP_07945,6823.13,3.27
EMP_07946,4117.19,11.0
EMP_07947,8241.93,11.88
EMP_07948,7611.15,5.17
EMP_07949,7951.65,6.33
EMP_07950,6017.72,4.55
EMP_07951,3168.95,6.27
EMP_07952,7955.74,15.52
EMP_07953,5459.26,10.78
EMP_07954,3220.44,19.51
EMP_07955,8704.08,12.49
EMP_07956,10198.82,11.09
EMP_07957,5917.5,12.06
EMP_07958,10318.24,4.43
EMP_07959,6182.63,0.78
EMP_07960,5239.09,17.12
EMP_07961,4739.08,12.33
EMP_07962,9274.16,2.8
EMP_07963,4439.71,10.7
EMP_07964,7470.54,5.13
EMP_07965,4881.67,16.6
EMP_07966,5079.39,9.12
EMP_07967,8060.5,4.01
EMP_07968,5239.93,9.55
EMP_07969,5190.41,12.36
EMP_07970,8265.61,0.0
EMP_07971,9194.79,12.22
EMP_07972,7289.38,13.45
EMP_07973,4690.46,15.09
EMP_07974,4978.78,12.06
EMP_07975,6159.83,13.7
EMP_07976,6641.86,6.63
EMP_07977,4024.27,10.09
EMP_07978,7446.08,8.76
EMP_07979,6171.03,15.36
EMP_07980,2568.58,10.99
EMP_07981,4142.15,15.78
EMP_07982,4991.74,3.97
EMP_07983,5854.28,0.0
EMP_07984,9778.56,4.51
EMP_07985,6476.34,12.77
EMP_07986,4318.46,4.89
EMP_07987,6441.26,6.59
EMP_07988,5295.82,17.02
EMP_07989,6649.52,14.89
EMP_07990,7161.14,0.32
EMP_07991,8418.46,12.22
EMP_07992,5951.43,14.47
EMP_07993,9277.92,18.01
EMP_07994,7816.05,17.59
EMP_07995,4585.12,5.93
EMP_07996,10419.71,20.83
EMP_07997,6653.99,15.66
EMP_07998,4329.75,9.81
EMP_07999,9305.83,4.26
EMP_08000,10155.56,13.29
EMP_08001,5933.95,18.7
EMP_08002,4992.7,7.52
EMP_08003,5655.25,14.04
EMP_08004,7429.46,8.21
EMP_08005,8555.71,11.19
EMP_08006,7140.97,15.92
EMP_08007,6203.45,7.68
EMP_08008,8996.02,8.63
EMP_08009,5374.33,12.24
EMP_08010,8061.84,6.54
EMP_08011,5423.87,11.69
EMP_08012,6862.05,14.28
EMP_08013,5772.87,8.67
EMP_08014,5888.3,12.57
EMP_08015,5245.23,6.28
EMP_08016,8689.71,3.07
EMP_08017,4534.15,9.25
EMP_08018,4519.54,7.23
EMP_08019,10241.99,4.76
EMP_08020,7955.7,8.49
EMP_08021,1500.0,15.45
EMP_08022,4869.48,6.82
EMP_08023,2376.02,9.8
EMP_08024,4098.62,16.24
EMP_08025,1500.0,12.8
EMP_08026,5726.02,7.78
EMP_08027,3716.12,7.9
EMP_08028,6119.81,5.49
EMP_08029,2749.76,7.32
EMP_08030,6165.82,12.23
EMP_08031,5170.17,15.65
EMP_08032,9003.91,20.62
EMP_08033,8822.71,9.3
EMP_08034,7570.69,19.01
EMP_08035,5346.77,16.72
EMP_08036,9970.76,17.47
EMP_08037,2893.93,10.67
EMP_08038,3192.88,5.27
EMP_08039,5832.43,9.17
EMP_08040,10508.08,11.42
EMP_08041,5595.32,12.55
EMP_08042,5633.51,15.36
EMP_08043,3116.18,0.0
EMP_08044,7891.86,6.92
EMP_08045,7906.35,16.41
EMP_08046,7578.15,18.84
EMP_08047,4741.56,12.77
EMP_08048,4586.59,5.5
EMP_08049,3413.76,1.99
EMP_08050,6167.75,6.09
EMP_08051,3839.19,18.68
EMP_08052,3645.17,15.13
EMP_08053,5152.62,5.08
EMP_08054,5021.69,15.66
EMP_08055,4924.04,6.33
EMP_08056,6932.89,9.58
EMP_08057,6158.1,11.58
EMP_08058,5423.69,9.74
EMP_08059,6366.03,11.96
EMP_08060,4016.95,6.01
EMP_08061,6210.56,20.46
EMP_08062,6301.2,8.78
EMP_08063,2993.91,5.98
EMP_08064,7991.39,14.34
EMP_08065,4237.13,8.48
EMP_08066,6180.62,8.4
EMP_08067,8328.82,13.13
EMP_08068,7851.35,11.57
EMP_08069,6068.67,15.77
EMP_08070,5275.0,11.2
EMP_08071,7895.02,0.0
EMP_08072,7349.39,5.71
EMP_08073,4763.27,11.74
EMP_08074,4410.21,15.66
EMP_08075,1855.29,13.33
EMP_08076,6308.06,8.46
EMP_08077,5834.6,6.03
EMP_08078,8272.38,5.13
EMP_08079,6718.11,15.71
EMP_08080,8668.46,7.4
EMP_08081,4605.27,18.33
EMP_08082,8276.3,3.5
EMP_08083,4942.17,16.81
EMP_08084,7555.19,13.2
EMP_08085,3082.48,14.42
EMP_08086,6470.27,17.84
EMP_08087,2030.62,12.75
EMP_08088,5465.73,11.41
EMP_08089,6880.71,11.4
EMP_08090,4958.06,9.56
EMP_08091,3899.12,14.89
EMP_08092,7692.24,0.0
EMP_08093,5793.07,9.75
EMP_08094,5020.86,9.54
EMP_08095,6083.79,9.2
EMP_08096,11273.34,7.17
EMP_08097,8307.01,7.6
EMP_08098,8325.15,11.69
EMP_08099,6871.09,14.35
EMP_08100,6332.97,13.44
EMP_08101,1500.0,12.9
EMP_08102,4642.04,3.75
EMP_08103,5038.85,17.01
EMP_08104,2250.22,12.6
EMP_08105,3685.17,4.14
EMP_08106,2038.33,9.47
EMP_08107,5923.35,7.26
EMP_08108,7637.53,10.6
EMP_08109,8213.55,19.02
EMP_08110,6829.57,0.0
EMP_08111,4073.21,6.75
EMP_08112,2135.87,5.98
EMP_08113,2486.26,14.19
EMP_08114,3462.03,10.49
EMP_08115,4222.28,16.19
EMP_08116,5680.5,8.25
EMP_08117,3971.67,5.1
EMP_08118,6677.95,6.12
EMP_08119,5535.45,11.22
EMP_08120,6021.09,9.37
EMP_08121,8280.5,11.24
EMP_08122,3639.54,14.22
EMP_08123,6837.41,5.2
EMP_08124,5972.05,16.84
EMP_08125,5333.03,8.06
EMP_08126,7770.51,14.38
EMP_08127,7758.03,9.87
EMP_08128,4107.02,2.85
EMP_08129,5635.68,12.68
EMP_08130,6562.42,8.22
EMP_08131,5453.99,2.48
EMP_08132,7170.04,11.39
EMP_08133,6562.38,14.48
EMP_08134,9665.12,7.98
EMP_08135,2939.44,7.8
EMP_08136,5755.13,2.65
EMP_08137,4182.99,9.52
EMP_08138,7208.21,12.39
EMP_08139,2765.66,2.81
EMP_08140,6692.63,11.83
EMP_08141,4739.9,11.51
EMP_08142,4531.68,16.3
EMP_08143,3107.0,7.93
EMP_08144,5069.85,15.98
EMP_08145,8169.0,6.18
EMP_08146,5949.62,0.54
EMP_08147,7255.36,0.0
EMP_08148,9329.28,12.13
EMP_08149,6527.51,6.54
EMP_08150,4882.4,4.91
EMP_08151,6934.5,14.97
EMP_08152,4911.41,10.94
EMP_08153,4991.15,8.1
EMP_08154,2960.21,6.71
EMP_08155,7852.51,9.87
EMP_08156,5227.99,11.82
EMP_08157,6364.2,12.11
EMP_08158,3928.08,4.34
EMP_08159,6871.9,11.49
EMP_08160,4476.12,10.37
EMP_08161,5716.58,5.42
EMP_08162,7755.65,7.46
EMP_08163,7581.52,17.69
EMP_08164,5955.94,20.92
EMP_08165,2463.74,13.45
EMP_08166,11985.62,2.19
EMP_08167,9491.72,17.05
EMP_08168,7445.35,15.41
EMP_08169,4493.59,13.17
EMP_08170,5772.82,13.67
EMP_08171,4913.16,3.52
EMP_08172,8527.71,14.51
EMP_08173,6525.01,16.99
EMP_08174,4431.67,13.43
EMP_08175,5058.49,13.74
EMP_08176,8242.38,7.05
EMP_08177,9200.2,9.64
EMP_08178,9056.66,12.63
EMP_08179,7514.06,9.77
EMP_08180,5494.75,2.33
EMP_08181,1500.0,13.97
EMP_08182,6594.32,13.35
EMP_08183,5996.34,10.17
EMP_08184,6279.96,0.49
EMP_08185,6107.79,2.14
EMP_08186,3347.48,6.48
EMP_08187,7114.82,8.1
EMP_08188,7264.43,14.12
EMP_08189,7364.68,6.0
EMP_08190,7893.15,13.98
EMP_08191,7208.1,11.45
EMP_08192,5179.94,23.18
EMP_08193,5858.33,19.36
EMP_08194,6182.25,5.74
EMP_08195,6215.4,4.01
EMP_08196,7996.44,9.66
EMP_08197,7287.34,16.0
EMP_08198,10154.69,17.71
EMP_08199,10412.94,11.77
EMP_08200,6159.3,11.13
EMP_08201,1500.0,12.72
EMP_08202,8473.66,0.97
EMP_08203,4919.25,10.83
EMP_08204,4397.03,2.96
EMP_08205,5203.11,5.34
EMP_08206,5106.71,18.01
EMP_08207,7224.54,13.37
EMP_08208,2881.13,9.51
EMP_08209,3844.56,17.2
EMP_08210,6686.32,11.1
EMP_08211,7245.89,24.23
EMP_08212,7283.08,6.88
EMP_08213,4425.93,0.0
EMP_08214,4043.47,4.06
EMP_08215,4986.73,8.24
EMP_08216,6479.75,14.58
EMP_08217,8970.95,4.22
EMP_08218,1905.13,6.55
EMP_08219,5558.54,8.73
EMP_08220,3334.64,10.06
EMP_08221,2695.51,9.26
EMP_08222,7933.91,9.14
EMP_08223,7089.25,12.05
EMP_08224,6898.87,14.5
EMP_08225,7842.05,7.86
EMP_08226,5040.56,0.0
EMP_08227,5134.72,12.32
EMP_08228,10371.46,14.48
EMP_08229,5506.86,6.87
EMP_08230,7470.26,4.23
EMP_08231,6012.76,4.2
EMP_08232,2303.48,10.61
EMP_08233,1910.74,10.53
EMP_08234,4842.03,9.37
EMP_08235,8112.2,3.69
EMP_08236,7576.58,6.52
EMP_08237,7828.15,9.29
EMP_08238,4025.91,11.68
EMP_08239,9231.74,3.15
EMP_08240,4070.21,4.33
EMP_08241,6425.65,8.62
EMP_08242,5979.3,0.29
EMP_08243,5652.25,1.56
EMP_08244,8677.18,0.4
EMP_08245,4589.78,16.53
EMP_08246,3300.79,11.42
EMP_08247,6039.99,6.16
EMP_08248,5200.35,11.72
EMP_08249,12754.77,6.37
EMP_08250,7353.01,11.69
EMP_08251,5181.32,16.85
EMP_08252,3887.78,18.03
EMP_08253,2239.42,12.78
EMP_08254,3949.56,4.84
EMP_08255,6229.88,7.13
EMP_08256,8854.66,11.9
EMP_08257,8243.38,2.97
EMP_08258,6458.19,10.07
EMP_08259,5353.66,0.0
EMP_08260,6537.62,8.52
EMP_08261,4962.72,9.06
EMP_08262,9436.73,2.83
EMP_08263,5621.62,7.37
EMP_08264,5827.32,9.89
EMP_08265,1568.36,10.57
EMP_08266,5609.13,13.49
EMP_08267,7672.97,6.91
EMP_08268,3864.55,7.5
EMP_08269,4498.56,2.23
EMP_08270,7585.42,6.04
EMP_08271,3046.69,4.69
EMP_08272,8115.6,16.8
EMP_08273,4935.71,9.53
EMP_08274,5222.86,8.62
EMP_08275,3752.24,15.1
EMP_08276,6756.09,7.05
EMP_08277,10919.74,6.01
EMP_08278,7562.99,12.28
EMP_08279,4271.43,12.12
EMP_08280,8271.24,11.82
EMP_08281,5366.64,12.45
EMP_08282,8748.97,7.29
EMP_08283,7613.35,14.24
EMP_08284,1500.0,0.9
EMP_08285,3991.84,13.72
EMP_08286,7888.77,15.11
EMP_08287,6303.31,8.7
EMP_08288,3952.49,10.9
EMP_08289,4732.82,13.64
EMP_08290,2187.53,7.0
EMP_08291,5823.25,9.64
EMP_08292,10421.38,1.15
EMP_08293,7609.87,17.23
EMP_08294,10380.83,12.24
EMP_08295,7764.79,3.46
EMP_08296,8054.96,7.92
EMP_08297,9948.16,2.56
EMP_08298,6754.53,13.05
EMP_08299,5625.55,10.37
EMP_08300,8065.32,8.78
EMP_08301,8907.68,11.22
EMP_08302,5040.07,8.12
EMP_08303,4556.86,15.28
EMP_08304,6277.71,10.44
EMP_08305,7663.0,13.92
EMP_08306,7596.18,18.63
EMP_08307,3151.66,6.47
EMP_08308,9823.21,4.66
EMP_08309,4717.67,16.23
EMP_08310,5469.87,6.3
EMP_08311,4194.69,2.27
EMP_08312,11396.66,13.24
EMP_08313,6484.14,19.65
EMP_08314,4298.05,15.05
EMP_08315,7727.85,0.0
EMP_08316,7538.27,7.05
EMP_08317,5624.55,13.61
EMP_08318,7681.21,4.88
EMP_08319,4349.42,6.04
EMP_08320,5014.16,5.5
EMP_08321,1979.57,6.29
EMP_08322,3352.1,0.0
EMP_08323,9615.26,6.79
EMP_08324,9282.86,15.84
EMP_08325,6131.58,14.24
EMP_08326,9325.86,3.53
EMP_08327,5679.85,16.92
EMP_08328,5513.18,14.53
EMP_08329,6113.02,9.29
EMP_08330,5750.16,4.74
EMP_08331,5569.61,0.0
EMP_08332,8286.8,11.55
EMP_08333,6300.27,4.47
EMP_08334,7424.96,7.64
EMP_08335,8062.76,13.61
EMP_08336,6776.37,10.96
EMP_08337,4059.46,5.91
EMP_08338,3294.27,18.72
EMP_08339,6297.56,8.61
EMP_08340,5657.49,8.5
EMP_08341,6174.78,14.86
EMP_08342,5967.89,4.77
EMP_08343,11167.15,10.87
EMP_08344,3339.55,10.38
EMP_08345,2020.11,13.88
EMP_08346,6664.75,16.48
EMP_08347,5247.15,20.14
EMP_08348,6632.14,1.79
EMP_08349,7167.77,0.0
EMP_08350,8568.21,11.56
EMP_08351,2985.55,18.39
EMP_08352,4886.56,9.31
EMP_08353,6857.52,15.51
EMP_08354,7540.93,5.82
EMP_08355,10386.9,7.79
EMP_08356,7911.41,7.72
EMP_08357,5886.42,9.66
EMP_08358,4219.13,8.4
EMP_08359,4871.42,16.76
EMP_08360,4814.59,15.0
EMP_08361,7310.47,9.99
EMP_08362,6513.99,14.95
EMP_08363,3352.7,4.17
EMP_08364,5128.2,9.26
EMP_08365,7755.1,7.34
EMP_08366,6703.32,12.32
