employee_id,hire_date,termination_date,is_active,tenure_years,last_promotion_date,last_training_date
EMP_02428,2010-06-26,,True,15.52,,
EMP_02429,2020-03-11,,True,5.81,,2025-05-24
EMP_02430,2011-03-17,2017-11-17,False,6.67,2016-04-01,2024-06-01
EMP_02431,2017-01-22,,True,8.94,,2023-12-12
EMP_02432,2024-03-17,,True,1.79,2025-06-05,2024-09-03
EMP_02433,2017-04-29,2019-07-08,False,2.19,,2025-05-06
EMP_02434,2017-11-08,2023-10-21,False,5.95,2019-07-03,2024-10-04
EMP_02435,2011-06-06,2015-05-31,False,3.98,2018-07-24,
EMP_02436,2013-07-04,,True,12.49,2023-03-07,2023-07-08
EMP_02437,2024-09-20,,True,1.28,,
EMP_02438,2019-01-15,2022-11-24,False,3.86,,
EMP_02439,2017-06-07,,True,8.57,2019-06-02,2024-04-21
EMP_02440,2023-01-13,,True,2.97,2025-04-01,2023-11-08
EMP_02441,2017-04-16,,True,8.71,,
EMP_02442,2023-09-11,,True,2.31,2025-05-12,
EMP_02443,2018-11-10,,True,7.14,2020-04-12,2024-11-12
EMP_02444,2012-09-19,,True,13.28,,2025-04-22
EMP_02445,2012-08-15,2016-08-27,False,4.03,,2025-02-06
EMP_02446,2012-07-13,2023-03-06,False,10.64,,2024-02-26
EMP_02447,2010-02-22,,True,15.85,,
EMP_02448,2018-04-30,,True,7.67,,2025-01-11
EMP_02449,2021-03-23,,True,4.77,,2024-11-24
EMP_02450,2014-05-04,2020-08-21,False,6.3,2015-05-20,2023-09-29
EMP_02451,2018-12-13,,True,7.05,,2024-09-13
EMP_02452,2011-11-13,,True,14.13,2020-08-02,
EMP_02453,2011-09-22,,True,14.28,2015-01-10,
EMP_02454,2018-08-13,,True,7.38,2023-01-17,2024-04-01
EMP_02455,2015-01-31,2017-09-18,False,2.63,2025-04-27,2023-09-16
EMP_02456,2021-10-10,,True,4.22,2025-06-07,
EMP_02457,2017-02-06,,True,8.9,2023-12-08,2024-07-21
EMP_02458,2024-12-25,,True,1.02,,
EMP_02459,2017-01-17,2020-04-16,False,3.24,2019-07-19,2024-10-03
EMP_02460,2018-03-16,,True,7.79,2024-09-12,2024-12-07
EMP_02461,2013-09-17,,True,12.29,2016-10-27,
EMP_02462,2024-07-28,,True,1.43,,
EMP_02463,2017-09-17,,True,8.29,,2024-08-15
EMP_02464,2012-02-15,,True,13.88,,
EMP_02465,2022-04-25,,True,3.69,2023-12-10,2024-05-29
EMP_02466,2015-04-03,2016-03-22,False,0.97,,2024-07-06
EMP_02467,2022-12-19,,True,3.03,2024-01-10,2025-05-03
EMP_02468,2012-01-05,,True,13.99,,2024-03-30
EMP_02469,2015-10-16,2016-07-12,False,0.74,2020-11-24,2023-11-08
EMP_02470,2013-03-19,2016-12-02,False,3.71,,2024-11-25
EMP_02471,2024-05-20,,True,1.62,,2024-05-22
EMP_02472,2023-07-23,2024-10-24,False,1.26,2025-06-14,2024-12-30
EMP_02473,2013-05-21,,True,12.61,2020-05-19,2023-09-03
EMP_02474,2014-04-22,,True,11.69,,2024-05-09
EMP_02475,2014-03-05,,True,11.82,,
EMP_02476,2017-05-04,,True,8.66,2019-07-20,
EMP_02477,2016-03-23,,True,9.77,,2024-07-17
EMP_02478,2013-11-07,,True,12.15,2022-08-02,
EMP_02479,2016-02-15,,True,9.88,2022-02-07,
EMP_02480,2013-05-26,,True,12.6,2020-07-14,2024-09-06
EMP_02481,2020-07-07,,True,5.48,2025-06-13,
EMP_02482,2024-07-01,2025-03-11,False,0.69,,
EMP_02483,2016-03-08,,True,9.82,,2023-12-23
EMP_02484,2022-02-25,,True,3.85,,2025-04-30
EMP_02485,2016-12-10,,True,9.06,2025-05-12,2023-12-02
EMP_02486,2012-09-20,,True,13.28,2025-05-22,
EMP_02487,2010-12-13,,True,15.05,2015-01-09,2025-04-30
EMP_02488,2016-06-28,,True,9.51,2018-08-31,2023-12-04
EMP_02489,2022-07-26,,True,3.43,,2023-12-22
EMP_02490,2014-02-19,,True,11.86,,2025-04-23
EMP_02491,2015-05-13,,True,10.64,2025-02-28,
EMP_02492,2012-09-02,,True,13.33,2018-02-15,
EMP_02493,2015-08-13,,True,10.38,,
EMP_02494,2017-01-29,,True,8.92,,
EMP_02495,2010-01-03,,True,15.99,,2024-05-26
EMP_02496,2017-10-14,,True,8.21,,2024-09-07
EMP_02497,2016-04-05,,True,9.74,2021-11-08,2025-04-12
EMP_02498,2013-06-21,,True,12.53,2014-11-29,2025-05-16
EMP_02499,2016-10-10,,True,9.22,,
EMP_02500,2011-06-26,2022-08-15,False,11.14,,
EMP_02501,2022-02-25,,True,3.85,,
EMP_02502,2013-11-26,,True,12.1,2017-07-13,2023-10-11
EMP_02503,2020-09-30,,True,5.25,2022-03-31,2025-03-11
EMP_02504,2017-04-22,,True,8.69,,2023-10-01
EMP_02505,2017-11-16,,True,8.12,,2025-05-31
EMP_02506,2016-04-23,2024-02-14,False,7.81,,
EMP_02507,2015-10-13,,True,10.22,2017-10-15,2024-09-16
EMP_02508,2012-01-01,2016-06-20,False,4.47,,
EMP_02509,2010-05-22,,True,15.61,2013-08-28,
EMP_02510,2024-10-30,,True,1.17,,2024-12-12
EMP_02511,2017-09-14,,True,8.3,,
EMP_02512,2024-03-20,2025-02-27,False,0.94,2025-04-26,2025-04-20
EMP_02513,2012-08-21,,True,13.36,2014-10-05,
EMP_02514,2011-11-24,,True,14.1,2016-10-24,2024-03-06
EMP_02515,2016-09-28,,True,9.26,,2025-06-19
EMP_02516,2018-09-29,,True,7.26,,2023-09-17
EMP_02517,2019-04-10,,True,6.73,2024-01-25,2025-02-12
EMP_02518,2016-11-02,,True,9.16,2019-02-19,
EMP_02519,2023-04-10,,True,2.73,2025-05-02,2024-10-18
EMP_02520,2023-06-02,,True,2.58,,2023-10-18
EMP_02521,2017-09-04,,True,8.32,2020-03-23,2023-12-10
EMP_02522,2019-12-13,,True,6.05,,2024-12-14
EMP_02523,2013-05-02,,True,12.67,2018-05-05,2024-12-30
EMP_02524,2011-06-10,,True,14.56,,2024-02-27
EMP_02525,2010-10-08,,True,15.23,,2024-06-30
EMP_02526,2019-05-13,,True,6.64,2024-06-21,2025-05-16
EMP_02527,2020-06-20,,True,5.53,2023-05-22,2023-07-30
EMP_02528,2017-01-11,,True,8.97,2022-07-10,
EMP_02529,2014-09-18,,True,11.29,2020-10-30,
EMP_02530,2014-11-19,,True,11.12,2020-03-16,2024-03-15
EMP_02531,2011-05-16,2023-07-05,False,12.14,,2024-09-21
EMP_02532,2023-09-15,,True,2.29,2025-04-17,2024-11-30
EMP_02533,2010-03-25,,True,15.77,,
EMP_02534,2024-02-18,,True,1.87,,
EMP_02535,2019-02-23,2019-09-04,False,0.53,2024-01-18,2025-05-10
EMP_02536,2010-02-03,,True,15.91,,2023-10-03
EMP_02537,2022-07-06,,True,3.49,,2024-11-08
EMP_02538,2020-10-15,,True,5.21,,
EMP_02539,2013-04-12,,True,12.72,2025-02-07,2024-11-16
EMP_02540,2020-05-27,,True,5.6,,2024-09-13
EMP_02541,2019-06-07,,True,6.57,,2023-09-21
EMP_02542,2021-02-04,,True,4.9,2024-03-22,
EMP_02543,2016-12-28,,True,9.01,,2024-09-18
EMP_02544,2021-02-07,,True,4.9,,
EMP_02545,2021-10-05,,True,4.24,,
EMP_02546,2024-05-19,2025-02-02,False,0.71,,2025-04-07
EMP_02547,2018-04-21,,True,7.7,,2023-09-05
EMP_02548,2024-02-19,,True,1.86,,2024-12-03
EMP_02549,2021-07-01,,True,4.5,2025-03-26,2024-07-14
EMP_02550,2024-01-24,,True,1.94,2025-05-08,2025-06-19
EMP_02551,2020-04-15,,True,5.71,2021-08-22,2024-01-13
EMP_02552,2012-04-16,,True,13.71,2020-05-03,
EMP_02553,2020-07-21,,True,5.45,2025-05-09,2024-02-15
EMP_02554,2014-04-27,,True,11.68,,
EMP_02555,2018-07-25,,True,7.44,,2023-11-29
EMP_02556,2017-06-23,,True,8.52,,2023-10-15
EMP_02557,2020-01-14,,True,5.96,2024-10-15,
EMP_02558,2015-06-13,,True,10.55,,2024-07-30
EMP_02559,2024-07-19,,True,1.45,,2024-08-11
EMP_02560,2015-03-25,,True,10.77,,2024-03-27
EMP_02561,2010-03-10,,True,15.81,,2024-06-04
EMP_02562,2014-08-05,2014-10-31,False,0.24,2023-09-28,2023-07-28
EMP_02563,2013-05-12,,True,12.64,2018-03-28,2024-05-23
EMP_02564,2016-06-02,,True,9.58,,2025-02-07
EMP_02565,2018-12-03,,True,7.08,,
EMP_02566,2015-09-29,2017-11-03,False,2.1,2023-01-01,2023-10-13
EMP_02567,2021-10-07,,True,4.23,,2024-01-24
EMP_02568,2011-02-27,,True,14.84,,
EMP_02569,2013-08-19,2024-03-12,False,10.56,2025-02-09,2025-05-20
EMP_02570,2013-02-23,2013-11-24,False,0.75,2024-09-02,
EMP_02571,2020-05-29,2022-08-24,False,2.24,,
EMP_02572,2020-12-26,,True,5.01,,
EMP_02573,2010-11-09,,True,15.14,2022-11-18,2024-09-28
EMP_02574,2021-12-06,,True,4.07,2023-11-09,
EMP_02575,2011-09-13,,True,14.3,,2025-01-28
EMP_02576,2023-10-16,,True,2.21,2025-02-06,2025-04-12
EMP_02577,2011-08-17,2017-09-01,False,6.04,,2024-08-24
EMP_02578,2017-12-06,,True,8.07,2021-07-25,
EMP_02579,2022-06-06,,True,3.57,2024-09-02,
EMP_02580,2011-09-04,,True,14.32,,
EMP_02581,2023-07-24,,True,2.44,2025-04-04,2025-06-19
EMP_02582,2011-09-19,,True,14.28,2015-05-18,2025-03-25
EMP_02583,2015-05-02,,True,10.67,,2023-11-03
EMP_02584,2016-05-24,,True,9.6,,
EMP_02585,2015-05-22,2017-09-12,False,2.31,2020-11-28,2023-12-08
EMP_02586,2013-11-27,,True,12.09,2021-02-25,
EMP_02587,2015-09-10,,True,10.31,,2024-04-21
EMP_02588,2018-03-23,,True,7.78,,2023-09-19
EMP_02589,2016-09-20,2022-08-02,False,5.86,,
EMP_02590,2011-05-17,,True,14.63,,
EMP_02591,2022-12-20,2024-03-23,False,1.26,,2024-06-15
EMP_02592,2013-03-19,,True,12.79,,2024-03-18
EMP_02593,2015-04-12,,True,10.72,,2024-10-08
EMP_02594,2013-09-10,,True,12.31,,2024-10-27
EMP_02595,2020-02-25,,True,5.85,2023-01-23,2025-05-23
EMP_02596,2019-03-15,,True,6.8,2020-07-03,2025-03-03
EMP_02597,2022-10-16,,True,3.21,,
EMP_02598,2017-11-15,,True,8.13,,2023-12-06
EMP_02599,2023-09-10,,True,2.31,2025-05-09,2024-06-21
EMP_02600,2014-04-27,,True,11.68,,
EMP_02601,2020-08-28,,True,5.34,2024-03-11,2024-08-05
EMP_02602,2015-06-20,,True,10.53,2024-12-24,
EMP_02603,2021-10-07,,True,4.23,,2025-01-26
EMP_02604,2019-05-27,,True,6.6,2022-05-23,2024-11-20
EMP_02605,2016-08-21,,True,9.36,,2023-07-18
EMP_02606,2011-06-18,,True,14.54,,2025-01-17
EMP_02607,2016-05-14,,True,9.63,2023-03-22,
EMP_02608,2019-06-17,,True,6.54,2021-01-19,
EMP_02609,2024-01-31,2024-05-10,False,0.27,2025-03-13,2023-12-21
EMP_02610,2019-11-23,,True,6.11,2024-11-29,2025-05-29
EMP_02611,2021-04-28,,True,4.68,,2024-04-09
EMP_02612,2018-08-19,,True,7.37,2022-06-25,
EMP_02613,2020-08-08,,True,5.4,,2025-06-18
EMP_02614,2014-02-14,,True,11.88,2024-09-04,2023-09-08
EMP_02615,2016-04-09,,True,9.73,2022-05-25,
EMP_02616,2013-09-03,,True,12.33,,
EMP_02617,2014-10-25,2021-03-29,False,6.43,2019-08-09,2023-11-21
EMP_02618,2015-04-29,,True,10.67,2020-12-20,
EMP_02619,2014-04-05,,True,11.74,2022-05-11,2025-05-30
EMP_02620,2021-07-16,,True,4.46,,
EMP_02621,2014-05-22,2019-11-28,False,5.52,,
EMP_02622,2014-09-18,,True,11.29,,2024-01-18
EMP_02623,2016-12-28,,True,9.01,2025-05-17,
EMP_02624,2022-05-18,,True,3.62,,2024-11-05
EMP_02625,2011-07-30,2013-11-29,False,2.34,,2025-05-31
EMP_02626,2012-05-19,,True,13.62,,2024-05-22
EMP_02627,2013-08-18,2024-01-12,False,10.4,2022-11-19,2025-05-03
EMP_02628,2017-08-23,,True,8.36,2023-06-30,2024-04-29
EMP_02629,2013-04-24,,True,12.69,,2025-01-30
EMP_02630,2021-08-18,,True,4.37,2025-06-24,
EMP_02631,2019-11-16,,True,6.12,,2024-12-08
EMP_02632,2017-01-11,,True,8.97,,
EMP_02633,2020-11-07,,True,5.15,,2024-11-08
EMP_02634,2024-08-08,,True,1.4,,
EMP_02635,2020-03-16,,True,5.79,,
EMP_02636,2015-06-04,2025-03-23,False,9.8,2023-10-18,2023-10-23
EMP_02637,2015-03-16,,True,10.8,,
EMP_02638,2016-09-26,,True,9.26,,
EMP_02639,2020-07-05,,True,5.49,,2024-08-13
EMP_02640,2013-09-04,2019-07-18,False,5.87,2021-07-03,
EMP_02641,2014-08-17,2020-01-08,False,5.39,,2023-09-21
EMP_02642,2012-06-23,,True,13.52,,2024-03-22
EMP_02643,2019-07-07,2023-03-25,False,3.72,2022-06-08,2024-02-17
EMP_02644,2015-02-06,2016-08-10,False,1.51,,2024-01-17
EMP_02645,2022-12-03,,True,3.08,2024-04-17,2024-03-26
EMP_02646,2020-07-31,,True,5.42,2024-12-15,2025-04-19
EMP_02647,2011-06-20,,True,14.53,,
EMP_02648,2011-11-18,,True,14.12,,2023-10-24
EMP_02649,2020-04-30,,True,5.67,2025-04-05,
EMP_02650,2012-01-08,,True,13.98,,
EMP_02651,2013-03-26,,True,12.77,2019-02-08,2023-11-09
EMP_02652,2017-12-23,,True,8.02,2022-03-27,
EMP_02653,2012-02-27,,True,13.84,,2025-01-28
EMP_02654,2012-02-12,2014-11-06,False,2.73,,2025-03-07
EMP_02655,2010-08-24,2022-02-25,False,11.51,2015-08-19,2024-05-02
EMP_02656,2022-07-10,,True,3.48,,2025-05-26
EMP_02657,2011-11-21,,True,14.11,,2024-11-05
EMP_02658,2024-06-03,,True,1.58,2025-06-06,
EMP_02659,2012-02-13,,True,13.88,,2024-01-05
EMP_02660,2010-05-31,2022-05-23,False,11.98,,2023-10-26
EMP_02661,2023-09-26,,True,2.26,,2025-02-20
EMP_02662,2014-02-09,,True,11.89,,2025-06-11
EMP_02663,2021-03-23,,True,4.77,,2024-03-29
EMP_02664,2015-02-26,2022-12-27,False,7.83,,2024-05-23
EMP_02665,2020-11-21,,True,5.11,,
EMP_02666,2018-11-08,,True,7.15,,2025-02-21
EMP_02667,2014-06-15,,True,11.55,,
EMP_02668,2014-01-05,,True,11.99,2015-02-26,2023-07-21
EMP_02669,2017-09-24,,True,8.27,,2023-07-14
EMP_02670,2010-05-06,,True,15.66,2014-08-08,
EMP_02671,2021-01-02,,True,4.99,2022-04-27,
EMP_02672,2021-07-13,,True,4.47,2023-06-07,
EMP_02673,2017-01-31,,True,8.91,,
EMP_02674,2018-10-14,,True,7.21,,2024-12-02
EMP_02675,2018-05-18,,True,7.62,2020-01-27,
EMP_02676,2016-02-13,,True,9.88,,2024-02-06
EMP_02677,2019-07-05,,True,6.49,2024-09-24,2023-08-23
EMP_02678,2021-04-21,,True,4.7,,2025-02-11
EMP_02679,2023-12-03,,True,2.08,2025-03-27,2024-02-09
EMP_02680,2015-03-20,,True,10.78,2023-10-15,2024-05-25
EMP_02681,2015-08-23,,True,10.36,,2025-03-07
EMP_02682,2019-02-08,,True,6.89,,
EMP_02683,2022-03-13,,True,3.8,,
EMP_02684,2012-04-02,,True,13.75,,2023-11-23
EMP_02685,2015-08-24,,True,10.35,2025-06-09,
EMP_02686,2019-02-18,,True,6.87,,2024-11-20
EMP_02687,2010-06-09,,True,15.56,,2025-01-05
EMP_02688,2012-06-25,,True,13.52,,2024-11-13
EMP_02689,2017-08-18,,True,8.37,2022-11-27,
EMP_02690,2014-08-28,2018-04-27,False,3.66,2024-06-29,2024-07-03
EMP_02691,2017-06-06,,True,8.57,,2024-02-23
EMP_02692,2022-02-15,,True,3.87,2024-09-02,
EMP_02693,2014-04-23,2016-04-25,False,2.01,2023-08-25,
EMP_02694,2018-05-15,,True,7.63,2024-05-02,2024-08-19
EMP_02695,2015-11-22,,True,10.11,,2024-09-28
EMP_02696,2021-08-21,,True,4.36,,2024-07-26
EMP_02697,2021-06-08,,True,4.56,,2023-08-13
EMP_02698,2018-11-25,,True,7.1,,2023-10-28
EMP_02699,2022-04-22,,True,3.69,,
EMP_02700,2013-09-03,,True,12.33,,2024-04-13
EMP_02701,2022-11-18,2025-04-16,False,2.41,,2024-08-22
EMP_02702,2015-09-09,,True,10.31,,2023-12-11
EMP_02703,2024-06-15,2025-06-21,False,1.02,,
EMP_02704,2022-05-27,,True,3.6,2023-11-24,2024-01-09
EMP_02705,2012-10-27,,True,13.18,,
EMP_02706,2015-01-05,,True,10.99,2017-12-16,2023-09-14
EMP_02707,2012-02-23,,True,13.85,,2024-09-24
EMP_02708,2011-12-16,,True,14.04,2013-11-12,2025-01-12
EMP_02709,2023-10-08,,True,2.23,2025-02-19,
EMP_02710,2011-08-13,,True,14.38,2018-05-02,2023-08-22
EMP_02711,2017-06-03,,True,8.58,2023-08-26,2023-07-29
EMP_02712,2010-07-06,,True,15.49,,2024-07-23
EMP_02713,2012-11-17,,True,13.12,2017-04-29,2023-09-22
EMP_02714,2011-05-05,,True,14.66,,2025-02-28
EMP_02715,2018-04-01,,True,7.75,,2025-02-13
EMP_02716,2013-09-29,,True,12.25,,
EMP_02717,2023-02-08,,True,2.89,,2024-05-09
EMP_02718,2014-10-12,,True,11.22,,2025-05-03
EMP_02719,2018-12-12,,True,7.05,2024-05-16,
EMP_02720,2021-10-20,,True,4.2,,2025-04-20
EMP_02721,2023-05-31,,True,2.59,2025-05-27,2024-01-30
EMP_02722,2013-03-08,2013-11-08,False,0.67,2019-02-11,
EMP_02723,2020-05-10,,True,5.64,,2023-10-08
EMP_02724,2024-03-02,,True,1.83,,
EMP_02725,2011-08-17,,True,14.37,,
EMP_02726,2017-01-29,,True,8.92,2024-03-02,2025-05-18
EMP_02727,2011-07-13,,True,14.47,,2023-11-10
EMP_02728,2011-05-25,,True,14.6,2017-05-10,
EMP_02729,2019-10-09,,True,6.23,,2025-06-23
EMP_02730,2019-11-19,,True,6.12,,2025-04-13
EMP_02731,2010-11-09,,True,15.14,2018-06-09,
EMP_02732,2018-09-27,,True,7.26,2025-01-23,
EMP_02733,2019-01-07,,True,6.98,,2024-01-31
EMP_02734,2020-01-11,,True,5.97,,
EMP_02735,2015-05-22,2017-05-20,False,2.0,,
EMP_02736,2020-08-01,,True,5.42,2025-05-01,
EMP_02737,2015-08-11,,True,10.39,2019-04-21,2024-01-06
EMP_02738,2014-11-27,2023-10-17,False,8.89,,2024-10-23
EMP_02739,2021-04-22,,True,4.69,,2024-10-26
EMP_02740,2023-08-06,,True,2.4,,2023-09-28
EMP_02741,2016-10-08,,True,9.23,,
EMP_02742,2021-02-01,,True,4.91,,
EMP_02743,2024-03-12,,True,1.8,2025-06-21,2023-11-09
EMP_02744,2014-05-29,,True,11.59,,2024-04-27
EMP_02745,2022-08-17,,True,3.37,2025-02-20,2023-10-23
EMP_02746,2023-11-03,,True,2.16,,2023-09-04
EMP_02747,2024-01-28,,True,1.92,2025-06-08,2024-09-12
EMP_02748,2023-06-29,,True,2.51,,
EMP_02749,2016-04-10,,True,9.72,2022-12-23,2025-06-02
EMP_02750,2024-03-16,,True,1.79,2025-03-21,
EMP_02751,2023-09-25,2024-12-19,False,1.23,2024-12-31,
EMP_02752,2014-03-26,2014-09-08,False,0.45,2016-02-26,2025-04-18
EMP_02753,2014-06-23,,True,11.52,,2024-07-16
EMP_02754,2010-02-01,,True,15.91,2023-02-25,2025-03-11
EMP_02755,2017-03-17,,True,8.79,,
EMP_02756,2016-09-28,,True,9.26,,2023-10-19
EMP_02757,2022-04-22,,True,3.69,2025-01-25,2024-06-21
EMP_02758,2010-04-14,2023-07-04,False,13.22,,2024-09-16
EMP_02759,2011-09-19,,True,14.28,,2025-06-20
EMP_02760,2017-12-11,,True,8.05,2020-02-09,2025-05-17
EMP_02761,2017-07-21,2019-09-23,False,2.17,2023-06-07,
EMP_02762,2013-12-04,,True,12.07,,
EMP_02763,2022-11-04,,True,3.16,,2024-12-20
EMP_02764,2019-01-07,,True,6.98,,2024-01-26
EMP_02765,2023-01-16,,True,2.96,2025-04-30,2025-05-22
EMP_02766,2020-02-14,,True,5.88,,2024-01-31
EMP_02767,2011-01-14,,True,14.96,2013-09-05,2025-01-29
EMP_02768,2018-10-21,,True,7.2,2022-08-17,
EMP_02769,2020-12-29,,True,5.0,,2023-12-30
EMP_02770,2021-11-17,,True,4.12,,2025-02-11
EMP_02771,2016-12-02,2025-03-13,False,8.28,2020-10-26,2024-10-10
EMP_02772,2020-09-25,2021-10-09,False,1.04,2024-04-05,
EMP_02773,2019-05-09,,True,6.65,,2023-12-10
EMP_02774,2010-03-10,2019-07-16,False,9.35,2011-07-26,2024-01-31
EMP_02775,2011-12-17,,True,14.04,2015-08-12,
EMP_02776,2018-02-13,,True,7.88,,
EMP_02777,2024-01-19,,True,1.95,,2024-09-25
EMP_02778,2024-04-09,,True,1.73,,2024-07-22
EMP_02779,2019-12-21,,True,6.03,,2024-06-12
EMP_02780,2016-12-09,,True,9.06,,2024-12-28
EMP_02781,2013-12-14,,True,12.05,,2025-06-10
EMP_02782,2023-05-02,2023-09-24,False,0.4,2025-01-13,
EMP_02783,2023-02-05,,True,2.9,2024-12-09,
EMP_02784,2018-06-07,,True,7.57,,2025-05-04
EMP_02785,2010-03-11,2022-04-24,False,12.12,2021-01-02,2024-02-11
EMP_02786,2013-10-05,,True,12.24,2023-12-24,2025-02-27
EMP_02787,2019-02-08,,True,6.89,,2025-02-09
EMP_02788,2016-07-14,,True,9.46,2023-07-08,2024-09-30
EMP_02789,2020-11-21,,True,5.11,2024-01-30,2024-12-04
EMP_02790,2016-06-09,,True,9.56,,
EMP_02791,2015-03-17,2016-05-14,False,1.16,,2023-10-10
EMP_02792,2017-04-20,,True,8.7,2025-05-30,
EMP_02793,2018-07-03,,True,7.5,2023-09-08,
EMP_02794,2019-12-30,,True,6.0,,2024-02-07
EMP_02795,2010-10-09,,True,15.23,2024-03-21,2024-10-21
EMP_02796,2017-07-13,,True,8.47,2018-12-31,2024-10-28
EMP_02797,2011-10-24,,True,14.19,2021-08-25,2025-05-29
EMP_02798,2011-04-25,2013-11-11,False,2.55,,2025-04-21
EMP_02799,2024-07-31,,True,1.42,,2023-10-20
EMP_02800,2011-07-03,,True,14.5,2020-03-18,2024-11-07
EMP_02801,2011-10-05,,True,14.24,2024-04-02,2024-04-09
EMP_02802,2012-09-14,,True,13.3,2017-10-30,
EMP_02803,2010-12-30,,True,15.0,2017-08-30,2023-12-25
EMP_02804,2020-02-05,,True,5.9,2022-02-10,
EMP_02805,2021-02-17,,True,4.87,,2024-12-10
EMP_02806,2024-03-05,,True,1.82,,2024-07-12
EMP_02807,2020-11-23,,True,5.1,2024-12-21,2023-07-11
EMP_02808,2024-09-30,,True,1.25,,2025-05-03
EMP_02809,2016-05-01,,True,9.67,,2023-09-15
EMP_02810,2013-09-11,2021-11-23,False,8.2,2015-06-13,2024-04-16
EMP_02811,2013-03-15,,True,12.8,2018-08-18,2025-02-27
EMP_02812,2015-10-14,,True,10.21,,2023-11-13
EMP_02813,2011-08-14,,True,14.38,2020-01-14,2024-08-21
EMP_02814,2019-08-17,,True,6.37,2024-05-21,2024-09-02
EMP_02815,2011-11-15,,True,14.13,,2024-08-23
EMP_02816,2018-10-16,,True,7.21,2020-07-27,
EMP_02817,2010-05-11,,True,15.64,,2024-12-29
EMP_02818,2023-03-06,,True,2.82,2024-10-21,2023-09-04
EMP_02819,2017-09-21,,True,8.28,2022-02-24,
EMP_02820,2020-04-01,,True,5.75,,2024-07-01
EMP_02821,2017-06-02,,True,8.58,2024-10-09,2024-01-04
EMP_02822,2015-05-27,,True,10.6,2019-12-12,
EMP_02823,2015-11-25,,True,10.1,,
EMP_02824,2015-09-05,,True,10.32,2020-03-09,2023-11-16
EMP_02825,2020-12-22,,True,5.02,2023-03-20,
EMP_02826,2017-05-10,2023-02-11,False,5.76,,2023-08-12
EMP_02827,2010-09-26,,True,15.26,,2024-08-07
EMP_02828,2016-07-06,,True,9.49,2021-07-17,
EMP_02829,2021-07-06,,True,4.49,2024-05-15,2023-10-17
EMP_02830,2018-12-04,,True,7.07,,2024-10-17
EMP_02831,2023-04-05,,True,2.74,2024-10-04,2024-09-24
EMP_02832,2024-05-28,,True,1.59,,
EMP_02833,2018-07-15,2020-12-07,False,2.4,2020-10-02,
EMP_02834,2010-08-31,2011-08-30,False,1.0,2025-04-08,2025-05-17
EMP_02835,2023-05-01,2023-11-18,False,0.55,2024-09-20,2025-05-31
EMP_02836,2024-06-07,,True,1.57,,2025-04-01
EMP_02837,2016-09-13,2024-06-13,False,7.75,2023-09-28,2024-09-21
EMP_02838,2022-09-11,,True,3.3,2025-06-13,2025-05-03
EMP_02839,2015-08-29,,True,10.34,2017-07-02,
EMP_02840,2021-01-10,2023-12-09,False,2.91,,2024-09-14
EMP_02841,2019-09-21,,True,6.28,,
EMP_02842,2018-11-22,,True,7.11,,
EMP_02843,2010-08-09,,True,15.39,,2024-03-03
EMP_02844,2011-08-06,,True,14.4,,2024-03-29
EMP_02845,2022-02-07,,True,3.9,,2025-06-12
EMP_02846,2023-11-28,2024-11-17,False,0.97,2024-12-06,2023-10-13
EMP_02847,2018-03-19,2022-06-05,False,4.21,,2023-11-15
EMP_02848,2013-12-11,,True,12.05,,2024-08-19
EMP_02849,2022-07-28,,True,3.43,,2025-03-31
EMP_02850,2021-04-11,,True,4.72,2023-02-09,
EMP_02851,2016-08-23,,True,9.36,2020-02-23,2023-08-07
EMP_02852,2014-06-22,2020-10-03,False,6.28,,2024-07-05
EMP_02853,2010-07-08,,True,15.48,,
EMP_02854,2022-06-11,,True,3.56,,2024-08-22
EMP_02855,2011-10-04,,True,14.24,2023-12-30,2024-01-23
EMP_02856,2023-02-15,,True,2.87,,
EMP_02857,2023-07-08,2023-09-28,False,0.22,2025-03-21,
EMP_02858,2021-04-16,,True,4.71,2023-08-18,2024-08-28
EMP_02859,2020-01-16,,True,5.96,,
EMP_02860,2017-10-17,,True,8.21,,
EMP_02861,2018-07-17,,True,7.46,,2023-12-25
EMP_02862,2019-12-09,,True,6.06,2023-10-26,2023-11-03
EMP_02863,2019-06-17,,True,6.54,2021-05-08,2025-04-10
EMP_02864,2012-10-15,,True,13.21,2017-01-24,2024-11-08
EMP_02865,2011-07-11,,True,14.48,,
EMP_02866,2024-08-12,,True,1.39,,2024-03-18
EMP_02867,2016-06-12,,True,9.55,2019-11-25,2024-03-10
EMP_02868,2012-03-25,,True,13.77,,2024-11-21
EMP_02869,2012-04-08,,True,13.73,2019-03-13,2024-03-07
EMP_02870,2024-07-03,2025-02-14,False,0.62,,2023-08-08
EMP_02871,2011-07-01,,True,14.5,2017-02-17,2025-03-13
EMP_02872,2015-04-19,,True,10.7,,2024-09-28
EMP_02873,2021-01-29,,True,4.92,,
EMP_02874,2019-07-25,,True,6.44,2023-02-10,2024-10-21
EMP_02875,2012-12-15,2014-05-19,False,1.42,,2023-09-02
EMP_02876,2014-05-14,2018-10-31,False,4.47,2022-08-21,2025-03-20
EMP_02877,2015-04-29,,True,10.67,2024-03-19,2024-10-30
EMP_02878,2014-04-05,,True,11.74,,
EMP_02879,2011-11-19,2018-03-28,False,6.35,,
EMP_02880,2015-11-04,2020-10-06,False,4.92,2025-02-27,
